"measure","diagnosis_code","diagnosis","series_group","sex","duration_years","year","period","estimate","lower","upper","unit","source_output"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1985,"Historical",110,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1986,"Historical",138,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1987,"Historical",138,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1988,"Historical",139,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1989,"Historical",148,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1990,"Historical",148,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1991,"Historical",140,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1992,"Historical",175,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1993,"Historical",157,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1994,"Historical",159,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1995,"Historical",154,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1996,"Historical",166,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1997,"Historical",192,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1998,"Historical",177,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,1999,"Historical",181,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2000,"Historical",191,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2001,"Historical",187,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2002,"Historical",210,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2003,"Historical",189,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2004,"Historical",236,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2005,"Historical",251,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2006,"Historical",236,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2007,"Historical",252,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2008,"Historical",218,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2009,"Historical",262,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2010,"Historical",266,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2011,"Historical",281,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2012,"Historical",260,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2013,"Historical",305,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2014,"Historical",299,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2015,"Historical",283,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2016,"Historical",334,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2017,"Historical",301,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2018,"Historical",281,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2019,"Historical",327,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2020,"Historical",330,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2021,"Historical",362,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2022,"Projected",347.02478798114,323.570972461802,372.125985235199,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2023,"Projected",357.697437083764,334.479812801124,382.887577903772,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2024,"Projected",366.953156264294,343.583929534492,391.639155415596,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2025,"Projected",376.193288270903,353.092921492478,400.355154701337,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2026,"Projected",384.851897452143,361.364920690089,409.491848528175,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2027,"Projected",393.249308692783,369.007484221001,418.006302045652,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2028,"Projected",401.503932301181,376.114559847254,427.184106283817,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2029,"Projected",409.408990795646,383.357367949061,435.547477128947,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2030,"Projected",417.061851443403,389.957029491767,443.929423550979,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2031,"Projected",424.470047011258,396.519778174591,452.112426351228,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2032,"Projected",431.943571871793,402.467237231036,460.614282493748,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2033,"Projected",439.131827783555,408.344030865256,469.767968249421,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2034,"Projected",446.346193025235,414.245526232725,478.175696871447,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2035,"Projected",453.319123258356,420.313362458748,485.791098372065,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2036,"Projected",460.0044337494,426.432310125254,493.70848745008,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2037,"Projected",466.698355863752,431.755478766365,501.998487446785,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2038,"Projected",473.029427993353,437.235352754265,510.102246849986,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2039,"Projected",479.129528333259,442.583996828698,517.266040397745,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2040,"Projected",485.126086430623,447.725355545329,524.88073506732,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2041,"Projected",491.265740991557,452.377237726358,532.035124214944,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2042,"Projected",496.984528797936,456.785512524689,539.432127785431,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2043,"Projected",502.850582245496,461.270566294662,546.758148114399,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2044,"Projected",508.493195982071,466.104890263148,553.247248321414,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Females",,2045,"Projected",514.403832880627,471.077884120309,559.84963402887,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1982,"Historical",202,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1983,"Historical",204,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1984,"Historical",185,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1985,"Historical",177,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1986,"Historical",185,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1987,"Historical",182,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1988,"Historical",210,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1989,"Historical",189,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1990,"Historical",217,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1991,"Historical",173,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1992,"Historical",192,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1993,"Historical",195,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1994,"Historical",199,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1995,"Historical",185,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1996,"Historical",225,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1997,"Historical",207,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","hodgkin","Hodgkin lymphoma (HL)","Headline","Males",,1998,"Historical",217,,,"people diagnosed","output/incidence_historical_asr.csv"
